         worklat	       value	     chindex	     chlabel	        bini	        binlabel	       ERPset
  [300.0  500.0]	       -1.02	          14	          Cz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.40	          15	          C4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.34	          16	          T8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.86	          17	         TP9	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.11	          18	         CP5	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.94	          19	         CP1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.17	          20	         CP2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.83	          21	         CP6	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.88	          22	        TP10	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.32	          23	          P7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.68	          24	          P3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.87	          25	          Pz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.50	          26	          P4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.90	          27	          P8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.04	          28	         PO9	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.74	          29	          O1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.13	          30	          Oz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.71	          31	          O2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.31	          32	        PO10	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.20	          33	         AF7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.70	          34	         AF3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.18	          35	         AF4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.96	          36	         AF8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.22	          37	          F5	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.85	          38	          F1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.32	          39	          F2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.21	          40	          F6	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.24	          41	         FT9	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.82	          42	         FT7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.02	          43	         FC3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.51	          44	         FC4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.12	          45	         FT8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.39	          46	        FT10	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.91	          47	          C5	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.67	          48	          C1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.84	          49	          C2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.75	          50	          C6	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.66	          51	         TP7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.78	          52	         CP3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.22	          53	         CPz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.94	          54	         CP4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.10	          55	         TP8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.52	          56	          P5	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.72	          57	          P1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.83	          58	          P2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.91	          59	          P6	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.01	          60	         PO7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.40	          61	         PO3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.05	          62	         POz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.10	          63	         PO4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.55	          64	         PO8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        5.58	          65	        EOG1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.12	          66	        EOG2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.06	          67	         GSR	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.76	          68	         FCz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.58	           1	         Fp1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.89	           2	         Fp2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.74	           3	          F7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.59	           4	          F3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.95	           5	          Fz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.76	           6	          F4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.10	           7	          F8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.29	           8	         FC5	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.41	           9	         FC1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.96	          10	         FC2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.64	          11	         FC6	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.39	          12	          T7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.64	          13	          C3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.72	          14	          Cz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.29	          15	          C4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.11	          16	          T8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.97	          17	         TP9	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.47	          18	         CP5	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.12	          19	         CP1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.48	          20	         CP2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.49	          21	         CP6	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.97	          22	        TP10	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.20	          23	          P7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.16	          24	          P3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.88	          25	          Pz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.79	          26	          P4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.06	          27	          P8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.10	          28	         PO9	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.81	          29	          O1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.57	          30	          Oz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.11	          31	          O2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.49	          32	        PO10	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.29	          33	         AF7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.57	          34	         AF3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.01	          35	         AF4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.46	          36	         AF8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.00	          37	          F5	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.47	          38	          F1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.35	          39	          F2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.85	          40	          F6	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.11	          41	         FT9	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.02	          42	         FT7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.16	          43	         FC3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.64	          44	         FC4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.19	          45	         FT8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.62	          46	        FT10	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.20	          47	          C5	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.62	          48	          C1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -6.43	          49	          C2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.34	          50	          C6	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.86	          51	         TP7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.06	          52	         CP3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.27	          53	         CPz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.56	          54	         CP4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.87	          55	         TP8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.42	          56	          P5	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.73	          57	          P1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.21	          58	          P2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.85	          59	          P6	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.24	          60	         PO7	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.70	          61	         PO3	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.26	          62	         POz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.85	          63	         PO4	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.33	          64	         PO8	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.50	          65	        EOG1	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.04	          66	        EOG2	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.53	          67	         GSR	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.69	          68	         FCz	          55	neu_L_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.48	           1	         Fp1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        1.53	           2	         Fp2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        2.05	           3	          F7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.96	           4	          F3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -5.32	           5	          Fz	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.61	           6	          F4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        2.04	           7	          F8	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -1.17	           8	         FC5	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.92	           9	         FC1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.22	          10	         FC2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -1.75	          11	         FC6	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -0.36	          12	          T7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.67	          13	          C3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.57	          14	          Cz	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.71	          15	          C4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.74	          16	          T8	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        2.03	          17	         TP9	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.87	          18	         CP5	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.33	          19	         CP1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.98	          20	         CP2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.24	          21	         CP6	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.03	          22	        TP10	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.00	          23	          P7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.47	          24	          P3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.66	          25	          Pz	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.44	          26	          P4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.25	          27	          P8	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.58	          28	         PO9	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.90	          29	          O1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.65	          30	          Oz	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.94	          31	          O2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.53	          32	        PO10	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.24	          33	         AF7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.06	          34	         AF3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.33	          35	         AF4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        6.67	          36	         AF8	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        0.18	          37	          F5	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.95	          38	          F1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.52	          39	          F2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.16	          40	          F6	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        2.70	          41	         FT9	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -0.09	          42	         FT7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.87	          43	         FC3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.79	          44	         FC4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        0.57	          45	         FT8	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	        1.89	          46	        FT10	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.25	          47	          C5	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.19	          48	          C1	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.84	          49	          C2	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -2.58	          50	          C6	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -0.82	          51	         TP7	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -4.11	          52	         CP3	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -5.02	          53	         CPz	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.50	          54	         CP4	          43	neu_H_T_ons_crit	sub9erps_RIDE
  [300.0  500.0]	       -3.18	          55	         TP8	          43	neu_H_T_ons_crit	sub9erps_RIDE
